id,yield
18211,10.1
18212,16.7
18213,7.1
18214,10.6
18215,7.2
18216,12.2
18217,8.2
18218,10.6
18219,11.6
18220,9.6
18221,7.2
18222,13.8
18223,9.6
18224,7.6
18225,8.4
18226,8.4
18227,12.7
18228,11.4
18229,13.4
18230,11.0
18231,12.9
18232,13.8
18233,9.5
18234,8.9
18235,9.2
18236,10.3
18237,10.9
18238,10.7
18239,10.2
18240,8.9
18241,12.6
18242,4.6
18243,10.2
18244,10.9
18245,7.8
18246,8.9
18247,10.4
18248,12.3
18249,9.7
18250,10.4
18251,14.9
18252,7.8
18253,4.4
18254,10.6
18255,12.8
18256,9.9
18257,6.9
18258,9.3
18259,10.6
18260,11.4
18261,15.2
18262,9.7
18263,8.7
18264,12.9
18265,12.6
18266,12.3
18267,10.8
18268,8.5
18269,9.1
18270,11.9
18271,11.1
18272,10.5
18273,7.2
18274,9.6
18275,12.3
18276,10.1
18277,8.2
18278,10.8
18279,14.3
18280,11.3
18281,11.8
18282,10.5
18283,11.5
18284,10.3
18285,10.7
18286,7.0
18287,11.6
18288,5.5
18289,14.5
18290,6.4
18291,11.4
18292,14.0
18293,12.4
18294,14.1
18295,7.9
18296,9.9
18297,10.6
18298,10.4
18299,9.9
18300,6.6
18301,11.8
18302,9.0
18303,10.6
18304,9.9
18305,15.1
18306,7.0
18307,8.8
18308,8.3
18309,4.2
18310,10.4
18311,12.2
18312,11.8
18313,6.3
18314,12.1
18315,10.7
18316,6.6
18317,11.2
18318,10.5
18319,7.4
18320,9.9
18321,11.8
18322,12.8
18323,14.8
18324,8.8
18325,10.0
18326,6.0
18327,4.4
18328,5.1
18329,9.8
18330,10.1
18331,6.4
18332,7.2
18333,5.9
18334,15.5
18335,13.3
18336,10.3
18337,9.5
18338,9.2
18339,12.7
18340,11.2
18341,4.2
18342,6.6
18343,12.6
18344,14.5
18345,9.9
18346,11.7
18347,4.8
18348,12.5
18349,7.8
18350,10.3
18351,11.0
18352,5.2
18353,4.5
18354,12.8
18355,14.0
18356,9.3
18357,8.6
18358,7.5
18359,10.4
18360,10.0
18361,15.4
18362,9.7
18363,10.9
18364,10.3
18365,10.0
18366,12.2
18367,7.8
18368,14.2
18369,4.3
18370,10.3
18371,12.4
18372,11.4
18373,9.0
18374,8.5
18375,11.9
18376,10.1
18377,11.2
18378,8.5
18379,10.1
18380,11.8
18381,9.6
18382,10.1
18383,10.0
18384,5.2
18385,10.0
18386,7.3
18387,11.5
18388,9.9
18389,6.6
18390,10.9
18391,8.8
18392,10.7
18393,10.5
18394,10.5
18395,6.6
18396,6.7
18397,10.4
18398,9.2
18399,4.3
18400,6.9
18401,11.6
18402,8.9
18403,6.1
18404,11.2
18405,9.1
18406,11.3
18407,9.3
18408,11.9
18409,6.7
18410,8.0
18411,12.9
18412,8.4
18413,8.8
18414,10.8
18415,4.3
18416,5.9
18417,6.3
18418,6.6
18419,7.9
18420,7.0
18421,8.0
18422,10.1
18423,11.2
18424,12.6
18425,9.9
18426,7.3
18427,10.8
18428,14.5
18429,9.0
18430,12.1
18431,10.6
18432,10.9
18433,8.5
18434,9.3
18435,10.8
18436,12.5
18437,16.4
18438,9.5
18439,9.2
18440,8.7
18441,13.5
18442,7.1
18443,8.3
18444,4.8
18445,9.6
18446,6.9
18447,4.7
18448,13.4
18449,8.6
18450,10.7
18451,9.0
18452,7.3
18453,6.7
18454,14.9
18455,12.7
18456,5.8
18457,9.9
18458,12.0
18459,11.2
18460,11.7
18461,10.3
18462,12.4
18463,5.3
18464,8.0
18465,10.4
18466,10.8
18467,8.1
18468,9.5
18469,13.0
18470,12.1
18471,8.5
18472,8.6
18473,11.2
18474,10.0
18475,13.0
18476,9.6
18477,15.0
18478,8.8
18479,9.9
18480,9.0
18481,8.6
18482,7.5
18483,9.8
18484,9.2
18485,12.1
18486,10.6
18487,8.0
18488,9.3
18489,11.8
18490,10.2
18491,11.0
18492,9.5
18493,11.9
18494,7.8
18495,8.8
18496,9.2
18497,10.4
18498,5.1
18499,12.8
18500,11.9
18501,10.8
18502,5.1
18503,10.8
18504,7.5
18505,11.3
18506,10.0
18507,9.2
18508,9.2
18509,11.5
18510,9.6
18511,10.6
18512,9.4
18513,9.0
18514,6.7
18515,14.2
18516,10.5
18517,10.5
18518,11.0
18519,9.2
18520,8.3
18521,15.8
18522,15.1
18523,10.6
18524,5.6
18525,5.8
18526,10.7
18527,8.1
18528,8.7
18529,10.1
18530,6.7
18531,7.6
18532,12.8
18533,9.2
18534,10.8
18535,8.9
18536,10.8
18537,9.3
18538,7.2
18539,7.7
18540,10.3
18541,10.3
18542,4.7
18543,6.3
18544,9.9
18545,7.9
18546,12.7
18547,12.0
18548,13.9
18549,10.3
18550,13.3
18551,7.2
18552,5.2
18553,7.5
18554,10.0
18555,12.6
18556,8.2
18557,12.7
18558,10.1
18559,8.4
18560,10.7
18561,10.1
18562,12.1
18563,9.2
18564,12.2
18565,9.3
18566,16.0
18567,7.0
18568,11.7
18569,9.4
18570,11.7
18571,9.6
18572,10.1
18573,10.0
18574,9.7
18575,11.1
18576,10.8
18577,6.2
18578,10.9
18579,7.6
18580,8.1
18581,10.5
18582,6.4
18583,13.8
18584,10.0
18585,12.0
18586,11.3
18587,11.9
18588,6.4
18589,11.0
18590,14.7
18591,9.4
18592,9.2
18593,10.5
18594,7.3
18595,14.4
18596,9.1
18597,10.3
18598,13.2
18599,10.8
18600,11.9
18601,8.0
18602,10.1
18603,9.5
18604,8.6
18605,9.1
18606,13.1
18607,13.4
18608,8.9
18609,10.2
18610,10.5
18611,14.1
18612,14.1
18613,8.1
18614,16.1
18615,14.7
18616,7.8
18617,6.1
18618,11.1
18619,12.3
18620,5.6
18621,7.2
18622,10.6
18623,6.6
18624,10.1
18625,10.8
18626,14.3
18627,9.7
18628,11.4
18629,8.6
18630,11.9
18631,9.6
18632,8.8
18633,10.5
18634,10.8
18635,13.7
18636,11.1
18637,6.8
18638,9.3
18639,9.9
18640,12.2
18641,9.7
18642,8.4
18643,10.5
18644,12.5
18645,11.1
18646,9.2
18647,8.1
18648,10.4
18649,11.7
18650,11.6
18651,10.6
18652,7.9
18653,10.3
18654,10.0
18655,10.1
18656,10.6
18657,7.7
18658,10.2
18659,17.5
18660,6.3
18661,8.8
18662,6.9
18663,9.7
18664,9.1
18665,6.9
18666,10.3
18667,10.8
18668,11.2
18669,7.9
18670,9.1
18671,8.8
18672,14.1
18673,11.6
18674,10.4
18675,8.3
18676,11.0
18677,6.1
18678,11.1
18679,12.6
18680,10.3
18681,6.4
18682,12.8
18683,11.9
18684,5.5
18685,10.6
18686,10.0
18687,9.5
18688,10.6
18689,12.2
18690,5.4
18691,7.5
18692,9.7
18693,9.3
18694,7.4
18695,9.6
18696,9.4
18697,10.6
18698,10.7
18699,8.7
18700,13.0
18701,8.9
18702,6.5
18703,11.0
18704,6.1
18705,12.4
18706,8.6
18707,12.2
18708,9.4
18709,9.8
18710,9.9
18711,10.9
18712,10.0
18713,9.1
18714,10.9
18715,7.2
18716,7.4
18717,5.5
18718,12.9
18719,11.3
18720,9.2
18721,10.5
18722,8.3
18723,7.4
18724,6.6
18725,12.3
18726,17.4
18727,4.8
18728,8.5
18729,12.6
18730,10.7
18731,8.9
18732,10.8
18733,10.4
18734,11.4
18735,9.2
18736,6.1
18737,5.9
18738,9.5
18739,5.7
18740,11.2
18741,11.2
18742,9.0
18743,10.7
18744,8.4
18745,12.0
18746,13.5
18747,12.2
18748,6.7
18749,11.0
18750,11.0
18751,10.7
18752,11.4
18753,4.7
18754,10.9
18755,5.6
18756,14.3
18757,7.7
18758,10.9
18759,5.6
18760,9.2
18761,10.3
18762,13.4
18763,6.9
18764,9.8
18765,11.6
18766,11.7
18767,6.5
18768,12.2
18769,10.0
18770,11.3
18771,9.5
18772,10.6
18773,13.7
18774,10.2
18775,6.5
18776,10.1
18777,10.9
18778,8.1
18779,9.8
18780,12.7
18781,9.9
18782,13.7
18783,11.8
18784,10.1
18785,10.3
18786,6.9
18787,6.9
18788,10.9
18789,10.0
18790,9.4
18791,4.9
18792,11.9
18793,6.7
18794,7.0
18795,10.1
18796,13.3
18797,10.5
18798,7.6
18799,9.7
18800,9.6
18801,7.3
18802,8.1
18803,9.8
18804,7.9
18805,11.0
18806,10.1
18807,9.0
18808,14.1
18809,11.4
18810,10.6
18811,10.2
18812,9.8
18813,11.5
18814,6.4
18815,9.1
18816,10.0
18817,9.9
18818,6.6
18819,9.4
18820,10.2
18821,9.6
18822,8.9
18823,6.6
18824,9.9
18825,12.4
18826,7.6
18827,4.8
18828,9.5
18829,13.2
18830,8.6
18831,12.3
18832,9.4
18833,8.8
18834,10.2
18835,9.3
18836,9.8
18837,9.2
18838,11.2
18839,4.5
18840,6.7
18841,9.1
18842,12.2
18843,10.0
18844,12.6
18845,11.8
18846,12.4
18847,6.7
18848,9.8
18849,8.3
18850,7.2
18851,12.9
18852,5.5
18853,7.9
18854,9.6
18855,10.8
18856,9.3
18857,6.0
18858,7.5
18859,6.0
18860,10.2
18861,11.7
18862,6.6
18863,7.3
18864,9.7
18865,12.4
18866,7.1
18867,10.6
18868,10.7
18869,10.0
18870,8.3
18871,5.7
18872,9.3
18873,6.5
18874,18.0
18875,6.3
18876,13.6
18877,9.7
18878,8.1
18879,10.9
18880,10.7
18881,7.3
18882,9.9
18883,10.2
18884,11.6
18885,9.9
18886,5.6
18887,14.4
18888,10.1
18889,8.2
18890,11.0
18891,8.3
18892,10.3
18893,7.5
18894,10.8
18895,12.9
18896,11.1
18897,10.1
18898,9.1
18899,6.0
18900,7.8
18901,11.6
18902,9.7
18903,11.6
18904,8.6
18905,9.0
18906,10.3
18907,11.1
18908,9.8
18909,9.1
18910,11.0
18911,13.0
18912,14.4
18913,9.9
18914,9.7
18915,11.6
18916,9.7
18917,17.0
18918,10.3
18919,6.9
18920,7.8
18921,9.1
18922,10.1
18923,13.2
18924,7.7
18925,8.2
18926,9.8
18927,8.0
18928,4.4
18929,6.7
18930,11.8
18931,10.1
18932,11.0
18933,8.9
18934,8.9
18935,10.7
18936,9.6
18937,11.2
18938,10.6
18939,12.7
18940,7.8
18941,9.6
18942,11.2
18943,11.1
18944,12.6
18945,7.8
18946,12.8
18947,13.1
18948,10.3
18949,9.0
18950,9.2
18951,8.4
18952,6.7
18953,9.0
18954,15.6
18955,12.0
18956,8.5
18957,10.7
18958,8.4
18959,9.4
18960,11.1
18961,5.6
18962,13.9
18963,8.2
18964,7.2
18965,11.0
18966,13.2
18967,13.0
18968,11.8
18969,11.6
18970,8.7
18971,9.5
18972,10.9
18973,10.5
18974,12.6
18975,10.4
18976,9.8
18977,10.1
18978,6.9
18979,9.5
18980,8.5
18981,11.6
18982,9.6
18983,11.8
18984,6.6
18985,9.7
18986,11.2
18987,10.7
18988,6.9
18989,10.0
18990,5.5
18991,11.1
18992,11.1
18993,10.7
18994,10.0
18995,13.9
18996,9.3
18997,10.6
18998,7.8
18999,8.9
19000,7.3
19001,8.3
19002,7.0
19003,10.8
19004,11.8
19005,13.3
19006,14.3
19007,15.3
19008,8.2
19009,12.3
19010,10.6
19011,7.9
19012,11.0
19013,13.7
19014,6.6
19015,9.7
19016,11.1
19017,9.7
19018,11.0
19019,4.3
19020,9.3
19021,9.8
19022,10.8
19023,8.7
19024,6.9
19025,7.6
19026,8.7
19027,8.6
19028,15.7
19029,9.2
19030,9.7
19031,13.2
19032,11.7
19033,12.2
19034,13.1
19035,8.1
19036,11.9
19037,10.4
19038,9.9
19039,16.5
19040,7.4
19041,13.9
19042,10.0
19043,15.3
19044,10.7
19045,9.4
19046,13.3
19047,11.7
19048,8.7
19049,10.0
19050,11.1
19051,4.5
19052,12.0
19053,12.3
19054,12.0
19055,9.6
19056,7.2
19057,10.4
19058,12.4
19059,10.3
19060,6.4
19061,4.8
19062,9.7
19063,10.7
19064,10.1
19065,9.7
19066,10.0
19067,8.8
19068,10.9
19069,7.2
19070,6.1
19071,16.9
19072,14.2
19073,5.6
19074,10.2
19075,9.9
19076,7.8
19077,15.8
19078,8.5
19079,9.9
19080,14.1
19081,7.6
19082,10.5
19083,6.9
19084,12.4
19085,12.9
19086,12.5
19087,7.2
19088,9.0
19089,8.5
19090,12.9
19091,6.1
19092,6.9
19093,11.0
19094,11.0
19095,8.4
19096,9.8
19097,6.7
19098,11.0
19099,13.9
19100,11.9
19101,12.9
19102,10.3
19103,7.7
19104,8.4
19105,9.1
19106,11.2
19107,8.1
19108,11.5
19109,9.2
19110,14.6
19111,11.1
19112,6.9
19113,12.2
19114,10.7
19115,10.2
19116,9.5
19117,11.9
19118,10.9
19119,6.4
19120,11.7
19121,10.3
19122,7.0
19123,10.4
19124,7.0
19125,6.7
19126,9.1
19127,4.6
19128,10.0
19129,12.2
19130,11.1
19131,11.6
19132,9.1
19133,7.3
19134,9.9
19135,10.6
19136,6.7
19137,12.4
19138,8.5
19139,13.6
19140,12.3
19141,12.9
19142,11.7
19143,6.9
19144,11.4
19145,10.2
19146,10.5
19147,14.0
19148,9.3
19149,11.0
19150,9.5
19151,8.4
19152,12.7
19153,12.7
19154,10.9
19155,9.7
19156,13.0
19157,9.3
19158,11.3
19159,9.9
19160,12.8
19161,5.4
19162,12.7
19163,7.3
19164,14.0
19165,7.8
19166,8.6
19167,10.7
19168,11.1
19169,6.2
19170,11.7
19171,13.0
19172,9.7
19173,8.8
19174,4.7
19175,12.4
19176,7.9
19177,10.2
19178,9.6
19179,11.0
19180,8.7
19181,9.3
19182,13.6
19183,5.9
19184,12.1
19185,11.4
19186,10.8
19187,8.9
19188,9.8
19189,5.2
19190,15.9
19191,11.1
19192,10.2
19193,7.8
19194,6.3
19195,10.5
19196,12.5
19197,10.8
19198,11.6
19199,10.8
19200,9.8
19201,11.8
19202,7.2
19203,11.4
19204,12.4
19205,9.9
19206,6.9
19207,11.3
19208,12.0
19209,9.9
19210,10.1
19211,11.5
19212,13.5
19213,11.2
19214,11.0
19215,10.4
19216,8.0
19217,15.8
19218,9.5
19219,10.1
19220,11.0
19221,9.9
19222,9.2
19223,14.4
19224,13.9
19225,12.0
19226,10.8
19227,8.2
19228,11.9
19229,10.0
19230,12.1
19231,11.2
19232,9.9
19233,10.3
19234,9.6
19235,10.9
19236,8.3
19237,5.3
19238,4.6
19239,6.7
19240,4.7
19241,6.6
19242,13.5
19243,6.7
19244,16.7
19245,10.5
19246,6.7
19247,7.7
19248,16.5
19249,8.2
19250,10.1
19251,11.3
19252,8.2
19253,7.5
19254,8.1
19255,10.9
19256,10.6
19257,11.3
19258,16.7
19259,10.6
19260,7.7
19261,7.7
19262,17.3
19263,8.3
19264,9.9
19265,6.7
19266,4.3
19267,11.1
19268,7.5
19269,15.1
19270,9.5
19271,9.1
19272,6.9
19273,10.4
19274,12.5
19275,11.1
19276,12.3
19277,8.3
19278,10.4
19279,5.7
19280,10.0
19281,10.8
19282,12.1
19283,14.8
19284,11.8
19285,10.8
19286,11.1
19287,11.5
19288,4.5
19289,10.5
19290,10.3
19291,10.9
19292,8.4
19293,9.0
19294,10.2
19295,11.9
19296,11.9
19297,10.6
19298,12.9
19299,11.6
19300,9.9
19301,8.6
19302,4.3
19303,10.6
19304,8.2
19305,6.9
19306,9.1
19307,12.3
19308,11.3
19309,9.0
19310,11.0
19311,10.9
19312,11.1
19313,11.3
19314,10.9
19315,13.7
19316,10.8
19317,8.3
19318,11.2
19319,10.7
19320,14.8
19321,15.2
19322,14.0
19323,9.0
19324,8.4
19325,6.7
19326,8.0
19327,11.9
19328,11.4
19329,11.2
19330,7.3
19331,11.2
19332,9.4
19333,11.7
19334,7.0
19335,13.7
19336,15.1
19337,10.1
19338,6.4
19339,9.7
19340,13.5
19341,11.7
19342,8.5
19343,6.9
19344,10.1
19345,6.2
19346,9.9
19347,11.8
19348,8.4
19349,9.8
19350,6.3
19351,11.1
19352,7.0
19353,11.8
19354,8.3
19355,7.2
19356,13.5
19357,8.2
19358,10.0
19359,12.0
19360,9.5
19361,8.6
19362,7.1
19363,6.3
19364,6.7
19365,6.7
19366,7.0
19367,9.4
19368,8.9
19369,6.6
19370,11.3
19371,10.1
19372,11.6
19373,6.1
19374,9.6
19375,10.7
19376,14.2
19377,10.5
19378,8.2
19379,15.3
19380,11.6
19381,4.4
19382,13.0
19383,10.4
19384,11.3
19385,8.4
19386,9.4
19387,11.0
19388,10.6
19389,8.7
19390,11.7
19391,8.9
19392,9.9
19393,5.2
19394,12.8
19395,11.7
19396,5.5
19397,6.3
19398,10.3
19399,8.6
19400,11.4
19401,8.2
19402,11.1
19403,6.3
19404,9.1
19405,10.4
19406,12.3
19407,9.9
19408,7.1
19409,12.6
19410,4.5
19411,10.8
19412,10.1
19413,6.8
19414,11.7
19415,13.0
19416,12.1
19417,7.4
19418,12.1
19419,6.2
19420,9.2
19421,11.3
19422,8.3
19423,11.2
19424,6.1
19425,8.6
19426,10.0
19427,6.4
19428,8.9
19429,4.9
19430,7.5
19431,12.9
19432,11.4
19433,6.9
19434,11.4
19435,10.6
19436,6.6
19437,14.6
19438,11.0
19439,10.7
19440,12.7
19441,9.0
19442,6.6
19443,7.1
19444,4.5
19445,10.9
19446,11.8
19447,13.3
19448,10.3
19449,9.7
19450,14.6
19451,10.8
19452,6.1
19453,8.0
19454,11.7
19455,9.7
19456,10.1
19457,11.6
19458,11.6
19459,10.7
19460,9.6
19461,14.0
19462,9.4
19463,9.1
19464,11.7
19465,13.7
19466,11.3
19467,14.1
19468,12.8
19469,10.9
19470,9.9
19471,10.5
19472,13.0
19473,6.9
19474,6.6
19475,10.2
19476,7.8
19477,12.9
19478,8.3
19479,10.4
19480,10.7
19481,9.8
19482,12.6
19483,7.1
19484,6.7
19485,11.1
19486,8.2
19487,8.0
19488,9.9
19489,7.8
19490,8.3
19491,12.9
19492,7.4
19493,11.8
19494,10.7
19495,10.6
19496,14.0
19497,10.7
19498,7.9
19499,7.3
19500,11.2
19501,11.3
19502,14.5
19503,14.7
19504,9.5
19505,9.3
19506,7.4
19507,6.6
19508,5.6
19509,13.0
19510,9.9
19511,6.7
19512,6.5
19513,10.1
19514,6.1
19515,10.6
19516,11.4
19517,6.9
19518,9.7
19519,7.9
19520,6.0
19521,10.2
19522,11.4
19523,9.1
19524,9.6
19525,8.6
19526,15.7
19527,7.3
19528,10.3
19529,11.7
19530,10.1
19531,9.3
19532,11.3
19533,10.5
19534,7.3
19535,6.3
19536,9.4
19537,8.1
19538,8.1
19539,10.5
19540,12.4
19541,10.8
19542,10.7
19543,10.3
19544,11.0
19545,11.4
19546,8.4
19547,9.5
19548,9.4
19549,8.1
19550,9.7
19551,12.5
19552,9.4
19553,5.7
19554,10.1
19555,9.0
19556,10.7
19557,9.7
19558,8.1
19559,5.0
19560,13.3
19561,10.6
19562,9.9
19563,9.7
19564,12.0
19565,13.7
19566,8.6
19567,9.8
19568,9.1
19569,13.0
19570,11.4
19571,6.6
19572,8.3
19573,12.4
19574,7.9
19575,4.8
19576,12.7
19577,11.6
19578,10.5
19579,13.2
19580,10.4
19581,9.2
19582,12.2
19583,5.2
19584,10.7
19585,6.3
19586,10.0
19587,10.4
19588,7.9
19589,9.0
19590,10.5
19591,12.0
19592,10.7
19593,10.6
19594,7.7
19595,13.5
19596,16.9
19597,12.0
19598,10.1
19599,10.5
19600,10.8
19601,7.6
19602,9.2
19603,10.3
19604,9.3
19605,7.8
19606,10.1
19607,10.7
19608,9.9
19609,13.2
19610,9.4
19611,10.6
19612,7.7
19613,11.3
19614,10.7
19615,9.1
19616,9.4
19617,10.3
19618,9.1
19619,10.0
19620,11.8
19621,10.9
19622,11.1
19623,10.7
19624,10.8
19625,12.7
19626,4.8
19627,8.5
19628,9.4
19629,9.1
19630,14.1
19631,10.0
19632,9.2
19633,11.9
19634,10.6
19635,9.8
19636,5.5
19637,12.5
19638,7.9
19639,8.7
19640,11.3
19641,8.1
19642,10.5
19643,8.2
19644,10.6
19645,7.9
19646,12.3
19647,10.6
19648,11.1
19649,4.5
19650,10.4
19651,11.5
19652,6.4
19653,9.3
19654,6.2
19655,13.6
19656,12.2
19657,6.0
19658,9.9
19659,11.8
19660,8.5
19661,11.0
19662,8.0
19663,6.7
19664,9.7
19665,7.0
19666,9.5
19667,9.8
19668,8.6
19669,6.2
19670,6.3
19671,8.2
19672,7.5
19673,11.2
19674,10.5
19675,10.7
19676,13.3
19677,13.1
19678,5.6
19679,14.8
19680,6.6
19681,12.0
19682,9.2
19683,4.4
19684,10.4
19685,8.4
19686,11.7
19687,12.8
19688,12.8
19689,8.0
19690,11.6
19691,10.1
19692,8.5
19693,5.9
19694,9.4
19695,10.3
19696,9.9
19697,10.1
19698,11.1
19699,9.5
19700,12.1
19701,9.7
19702,8.4
19703,12.5
19704,10.5
19705,12.5
19706,11.0
19707,15.8
19708,12.8
19709,7.1
19710,10.2
19711,10.5
19712,11.7
19713,11.9
19714,11.3
19715,5.5
19716,10.8
19717,8.9
19718,7.8
19719,11.5
19720,10.4
19721,9.5
19722,11.6
19723,12.8
19724,8.6
19725,6.3
19726,9.6
19727,10.2
19728,9.6
19729,10.9
19730,8.8
19731,9.4
19732,9.1
19733,10.8
19734,7.0
19735,9.1
19736,10.0
19737,10.5
19738,10.8
19739,4.3
19740,8.0
19741,10.2
19742,9.6
19743,14.7
19744,9.9
19745,11.6
19746,11.6
19747,8.4
19748,11.2
19749,9.3
19750,8.9
19751,11.2
19752,9.9
19753,9.6
19754,9.1
19755,10.5
19756,10.6
19757,9.4
19758,10.2
19759,9.9
19760,10.7
19761,10.6
19762,5.6
19763,17.2
19764,10.5
19765,10.9
19766,9.9
19767,11.9
19768,10.6
19769,7.0
19770,9.8
19771,11.6
19772,10.9
19773,11.1
19774,9.4
19775,13.9
19776,10.1
19777,5.5
19778,15.2
19779,8.6
19780,10.8
19781,12.0
19782,11.2
19783,10.9
19784,9.5
19785,8.6
19786,11.7
19787,8.6
19788,9.8
19789,11.6
19790,12.2
19791,12.9
19792,9.8
19793,12.3
19794,9.8
19795,7.5
19796,9.0
19797,12.7
19798,7.0
19799,10.9
19800,10.2
19801,10.4
19802,9.5
19803,9.4
19804,7.3
19805,5.9
19806,9.5
19807,12.2
19808,6.7
19809,9.3
19810,7.4
19811,11.2
19812,8.1
19813,9.9
19814,9.7
19815,8.0
19816,12.3
19817,6.9
19818,15.7
19819,13.8
19820,12.5
19821,9.2
19822,11.8
19823,10.6
19824,8.4
19825,10.4
19826,10.8
19827,10.7
19828,7.3
19829,7.5
19830,9.0
19831,9.2
19832,7.8
19833,12.7
19834,9.4
19835,9.3
19836,11.9
19837,7.7
19838,9.4
19839,12.3
19840,7.1
19841,8.0
19842,11.2
19843,6.7
19844,9.7
19845,9.8
19846,13.8
19847,6.4
19848,11.1
19849,9.7
19850,5.6
19851,10.9
19852,13.1
19853,8.3
19854,12.4
19855,9.9
19856,9.4
19857,11.2
19858,9.7
19859,8.6
19860,10.4
19861,13.2
19862,8.5
19863,8.4
19864,8.4
19865,11.2
19866,9.1
19867,11.3
19868,13.3
19869,10.5
19870,9.2
19871,13.5
19872,9.7
19873,6.6
19874,9.0
19875,10.4
19876,11.2
19877,10.5
19878,11.2
19879,8.3
19880,6.4
19881,6.5
19882,11.3
19883,9.0
19884,9.6
19885,11.8
19886,11.2
19887,9.2
19888,5.3
19889,10.8
19890,11.5
19891,12.1
19892,10.8
19893,11.8
19894,8.9
19895,12.3
19896,10.5
19897,10.3
19898,9.9
19899,8.4
19900,11.2
19901,10.4
19902,11.8
19903,10.9
19904,11.1
19905,14.9
19906,10.1
19907,12.5
19908,6.9
19909,10.8
19910,16.8
19911,14.2
19912,5.9
19913,6.6
19914,6.3
19915,12.0
19916,4.8
19917,10.9
19918,8.1
19919,8.0
19920,10.4
19921,13.8
19922,13.2
19923,17.3
19924,10.2
19925,14.1
19926,12.2
19927,10.6
19928,14.1
19929,12.4
19930,11.2
19931,7.4
19932,9.0
19933,6.7
19934,14.2
19935,10.6
19936,12.4
19937,7.5
19938,13.5
19939,10.4
19940,9.9
19941,7.1
19942,10.7
19943,12.9
19944,8.9
19945,7.3
19946,6.6
19947,11.0
19948,14.6
19949,9.8
19950,11.2
19951,9.2
19952,4.3
19953,13.3
19954,11.5
19955,10.2
19956,11.6
19957,10.5
19958,10.9
19959,12.3
19960,7.8
19961,7.6
19962,11.7
19963,8.3
19964,13.3
19965,8.9
19966,9.2
19967,10.2
19968,11.1
19969,12.2
19970,8.7
19971,14.7
19972,10.6
19973,10.4
19974,9.5
19975,6.4
19976,9.1
19977,9.3
19978,9.8
19979,10.1
19980,11.0
19981,11.0
19982,9.3
19983,10.5
19984,12.1
19985,8.6
19986,6.2
19987,12.7
19988,10.6
19989,14.1
19990,7.5
19991,7.8
19992,12.6
19993,12.3
19994,9.6
19995,10.0
19996,13.4
19997,10.8
19998,9.8
19999,10.8
20000,7.2
20001,8.1
20002,9.1
20003,10.0
20004,10.6
20005,11.2
20006,13.2
20007,12.7
20008,10.3
20009,8.8
20010,9.4
20011,9.8
20012,9.7
20013,10.1
20014,6.4
20015,8.9
20016,9.6
20017,9.3
20018,10.0
20019,10.5
20020,7.1
20021,4.5
20022,9.3
20023,6.9
20024,9.9
20025,9.5
20026,12.5
20027,10.4
20028,10.1
20029,11.1
20030,10.1
20031,11.5
20032,9.9
20033,8.4
20034,10.6
20035,12.9
20036,9.2
20037,9.3
20038,10.9
20039,14.6
20040,10.9
20041,10.5
20042,10.1
20043,13.0
20044,10.9
20045,6.0
20046,7.6
20047,10.4
20048,10.7
20049,6.3
20050,7.3
20051,10.6
20052,10.1
20053,10.5
20054,10.7
20055,11.2
20056,12.3
20057,9.4
20058,6.9
20059,12.5
20060,10.0
20061,9.2
20062,5.5
20063,8.4
20064,10.1
20065,12.5
20066,11.8
20067,9.8
20068,15.4
20069,12.0
20070,10.8
20071,9.5
20072,12.7
20073,7.9
20074,10.7
20075,8.4
20076,8.8
20077,11.1
20078,9.6
20079,10.2
20080,13.2
20081,11.4
20082,10.3
20083,7.2
20084,10.4
20085,10.1
20086,12.0
20087,10.6
20088,10.7
20089,9.6
20090,6.7
20091,13.4
20092,7.8
20093,10.9
20094,12.1
20095,7.6
20096,9.4
20097,12.0
20098,11.6
20099,9.4
20100,10.8
20101,13.9
20102,9.9
20103,14.7
20104,12.6
20105,7.5
20106,7.4
20107,11.1
20108,8.1
20109,13.1
20110,10.2
20111,14.3
20112,10.5
20113,4.7
20114,10.6
20115,9.0
20116,10.8
20117,11.1
20118,9.7
20119,11.3
20120,12.0
20121,9.2
20122,10.3
20123,13.8
20124,10.9
20125,7.4
20126,12.7
20127,9.9
20128,7.4
20129,9.5
20130,8.9
20131,11.0
20132,9.6
20133,10.3
20134,8.6
20135,6.3
20136,10.1
20137,11.9
20138,11.1
20139,8.4
20140,12.6
20141,10.0
20142,7.8
20143,11.2
20144,9.7
20145,6.9
20146,9.7
20147,10.0
20148,9.1
20149,10.1
20150,8.2
20151,9.9
20152,13.0
20153,9.5
20154,14.7
20155,6.9
20156,10.4
20157,13.5
20158,11.5
20159,6.9
20160,11.7
20161,9.3
20162,10.3
20163,13.9
20164,9.9
20165,12.5
20166,10.2
20167,12.6
20168,10.1
20169,11.3
20170,10.8
20171,11.2
20172,9.8
20173,10.5
20174,10.9
20175,7.7
20176,8.9
20177,10.1
20178,4.9
20179,12.0
20180,7.5
20181,9.9
20182,11.4
20183,12.6
20184,7.5
20185,11.0
20186,6.9
20187,10.2
20188,7.2
20189,9.1
20190,11.3
20191,10.0
20192,7.0
20193,10.6
20194,13.5
20195,7.0
20196,11.1
20197,11.6
20198,14.2
20199,11.4
20200,7.7
20201,4.3
20202,6.9
20203,11.9
20204,8.0
20205,11.6
20206,8.3
20207,5.8
20208,13.6
20209,9.6
